1	0.3925
1	0.8242
1	0.8983
1	0.4435
1	0.5084
1	0.8062
0	0.0990
0	0.2590
0	0.0614
0	0.0990
0	0.0974
0	0.3411
0	0.0906
0	0.0932
1	0.7876
1	0.8202
1	0.4532
1	0.8081
1	0.9275
1	0.8223
0	0.7654
0	0.4036
0	0.4825
0	0.2492
0	0.2317
0	0.2919
1	0.3910
1	0.5205
1	0.8686
0	0.2312
0	0.2568
0	0.2955
0	0.2773
0	0.2835
0	0.2408
0	0.2581
0	0.3522
0	0.2809
0	0.1925
0	0.3341
1	0.2808
1	0.8793
1	0.5667
1	0.7938
1	0.8825
0	0.3278
1	0.7282
1	0.2819
1	0.8578
1	0.0394
0	0.0040
1	0.7773
0	0.0064
0	0.0037
0	0.0051
0	0.0649
0	0.0019
0	0.0204
1	0.8807
1	0.5402
1	0.5014
1	0.7772
1	0.7536
1	0.7772
1	0.7635
1	0.5658
1	0.7890
1	0.6235
1	0.2636
0	0.1822
0	0.1637
0	0.4239
0	0.1847
0	0.1841
0	0.1294
0	0.3931
0	0.2051
0	0.1049
0	0.1009
0	0.1099
0	0.5108
0	0.3079
0	0.0996
0	0.0815
1	0.8884
1	0.9002
1	0.8572
1	0.6774
0	0.1638
0	0.5147
0	0.1047
0	0.1781
0	0.5330
0	0.6360
1	0.8036
1	0.7179
0	0.6144
1	0.7701
1	0.7893
1	0.6689
0	0.5757
0	0.7453
0	0.1636
0	0.5190
0	0.5582
0	0.2412
0	0.3131
0	0.2426
1	0.6967
1	0.3758
1	0.7949
1	0.2784
1	0.8495
1	0.6463
1	0.6175
1	0.7996
1	0.4805
1	0.8562
1	0.7875
1	0.5148
1	0.8314
1	0.8583
1	0.6831
1	0.4510
1	0.7072
1	0.8514
1	0.5811
0	0.3041
0	0.2304
0	0.6727
0	0.6404
0	0.6438
0	0.6310
0	0.1985
0	0.3507
1	0.7986
1	0.8631
1	0.5999
1	0.9218
1	0.8948
1	0.7108
0	0.3746
1	0.4436
1	0.7121
1	0.8517
1	0.5396
1	0.8144
1	0.7683
1	0.8689
1	0.8284
1	0.8650
0	0.7123
0	0.3918
0	0.3633
0	0.2746
1	0.6329
0	0.4878
0	0.7559
0	0.8938
0	0.6409
0	0.1957
0	0.5759
1	0.4930
1	0.5657
1	0.4667
1	0.4510
1	0.5928
1	0.6080
1	0.5457
1	0.8756
1	0.5023
1	0.6285
1	0.8555
1	0.8772
1	0.8821
1	0.8210
0	0.7396
0	0.3897
0	0.3255
0	0.2562
0	0.8883
1	0.6014
0	0.7036
1	0.5290
1	0.5219
1	0.8323
1	0.8253
1	0.8655
1	0.8735
1	0.8289
1	0.8061
1	0.6875
1	0.9026
0	0.5002
0	0.6298
0	0.3228
0	0.7887
0	0.4245
0	0.4472
0	0.7908
0	0.7017
0	0.7613
0	0.3469
0	0.6124
0	0.3507
1	0.7918
1	0.8138
1	0.5541
0	0.1590
0	0.5885
0	0.2963
0	0.2825
0	0.4161
0	0.6092
0	0.1948
0	0.2289
0	0.2468
0	0.4871
1	0.8287
1	0.8741
1	0.8797
1	0.8077
1	0.6987
0	0.3227
0	0.2519
0	0.2011
0	0.6921
0	0.6180
0	0.3491
1	0.7780
1	0.7241
1	0.3548
1	0.8423
0	0.2740
0	0.3358
0	0.3211
0	0.2507
0	0.7554
0	0.2847
0	0.9048
1	0.9341
1	0.8369
1	0.8619
1	0.7004
1	0.8390
1	0.9023
1	0.5997
1	0.7628
1	0.7759
1	0.8325
1	0.7409
1	0.8138
1	0.7343
1	0.8423
1	0.8095
1	0.8208
1	0.7095
1	0.8954
1	0.9244
1	0.6875
1	0.6494
1	0.8317
1	0.7817
1	0.8586
0	0.6841
0	0.7239
0	0.7620
0	0.5131
0	0.6957
0	0.6341
0	0.7165
0	0.5361
0	0.5988
0	0.4215
0	0.7959
0	0.4689
0	0.7088
0	0.7073
0	0.5095
0	0.6966
0	0.6870
0	0.6948
0	0.7051
0	0.7346
0	0.6550
0	0.5077
0	0.8063
0	0.8222
0	0.6513
0	0.5579
0	0.6450
0	0.6009
0	0.6159
0	0.6952
0	0.6130
0	0.4072
1	0.7909
1	0.8784
0	0.5614
0	0.6040
1	0.9145
1	0.8780
1	0.8213
0	0.1527
0	0.4679
0	0.3211
0	0.1911
0	0.2485
0	0.6746
0	0.3196
0	0.1921
0	0.1681
0	0.2493
0	0.2175
0	0.5663
0	0.3180
0	0.1909
0	0.1816
0	0.1648
0	0.4664
0	0.3029
0	0.2693
0	0.6323
1	0.4128
1	0.9336
1	0.8453
1	0.5198
1	0.8876
1	0.6823
1	0.2706
1	0.7985
1	0.8141
1	0.5042
1	0.8654
1	0.8918
1	0.8207
1	0.8469
